orthogroup	EXP
17817at7399	1
17821at7399	1
17824at7399	0
17826at7399	2
17827at7399	0
17841at7399	1
17842at7399	1
17850at7399	2
17851at7399	1
17859at7399	0
17860at7399	1
17871at7399	1
17872at7399	1
17873at7399	1
17875at7399	1
17881at7399	7
17886at7399	0
17890at7399	0
17892at7399	0
17895at7399	2
17900at7399	0
17901at7399	2
17903at7399	0
17904at7399	0
17909at7399	4
17911at7399	1
17912at7399	3
17918at7399	0
17920at7399	0
17922at7399	1
17923at7399	1
17926at7399	0
17927at7399	1
17934at7399	0
17939at7399	1
17945at7399	0
17946at7399	0
17947at7399	1
17948at7399	4
17951at7399	0
17952at7399	0
17954at7399	1
17965at7399	1
17967at7399	1
17969at7399	6
17970at7399	1
17971at7399	5
17974at7399	0
17978at7399	2
17987at7399	0
17990at7399	0
17991at7399	0
17993at7399	1
17994at7399	1
17995at7399	0
18007at7399	0
18010at7399	2
18011at7399	0
18016at7399	0
18018at7399	0
18026at7399	0
18027at7399	9
18031at7399	6
18032at7399	1
18033at7399	1
18036at7399	0
18038at7399	0
18039at7399	0
18041at7399	2
18042at7399	0
18046at7399	0
18049at7399	0
18050at7399	4
18056at7399	14
18057at7399	4
18058at7399	1
18059at7399	0
18066at7399	0
18067at7399	0
18070at7399	0
18073at7399	0
18076at7399	10
18077at7399	0
18078at7399	0
18081at7399	2
18084at7399	1
18087at7399	0
18099at7399	0
18100at7399	0
18103at7399	0
18105at7399	1
18109at7399	0
18121at7399	0
18124at7399	0
18126at7399	2
18132at7399	1
18135at7399	0
18136at7399	0
18142at7399	1
18151at7399	1
18153at7399	0
18168at7399	2
18169at7399	1
18175at7399	0
18176at7399	1
18177at7399	0
18182at7399	3
18183at7399	4
18186at7399	0
18187at7399	1
18195at7399	0
18204at7399	1
18211at7399	0
18212at7399	2
18213at7399	1
18214at7399	0
18215at7399	1
18217at7399	0
18222at7399	0
18225at7399	0
18228at7399	0
18232at7399	1
18237at7399	1
18238at7399	0
18240at7399	2
18241at7399	1
18242at7399	1
18247at7399	0
18248at7399	1
18251at7399	0
18253at7399	3
18259at7399	1
18260at7399	0
18272at7399	0
18273at7399	1
18275at7399	3
18280at7399	2
18284at7399	2
18286at7399	1
18294at7399	2
18295at7399	1
18301at7399	1
18303at7399	1
18314at7399	0
18315at7399	0
18316at7399	2
18320at7399	2
18321at7399	0
18322at7399	0
18323at7399	0
18324at7399	0
18326at7399	0
18329at7399	0
18331at7399	22
18335at7399	0
18337at7399	8
18339at7399	1
18345at7399	2
18361at7399	2
18363at7399	3
18368at7399	0
18370at7399	7
18373at7399	0
18374at7399	0
18375at7399	1
18382at7399	2
18385at7399	0
18403at7399	0
18406at7399	8
18407at7399	0
18408at7399	0
18411at7399	1
18412at7399	2
18413at7399	0
18416at7399	4
18424at7399	1
18425at7399	0
18427at7399	1
18428at7399	1
18435at7399	2
18437at7399	6
18445at7399	2
18447at7399	1
18453at7399	0
18457at7399	0
18458at7399	0
18462at7399	0
18464at7399	0
18474at7399	2
18479at7399	0
18482at7399	0
18488at7399	2
18489at7399	4
18490at7399	0
18493at7399	0
18494at7399	0
18498at7399	0
18503at7399	0
18505at7399	0
18508at7399	2
18511at7399	0
18526at7399	0
18535at7399	0
18539at7399	0
18543at7399	0
18546at7399	1
18548at7399	1
18557at7399	0
18558at7399	1
18562at7399	2
18563at7399	0
18568at7399	4
18572at7399	3
18574at7399	1
18575at7399	1
18576at7399	0
18577at7399	0
18585at7399	0
18596at7399	3
18597at7399	0
18600at7399	0
18602at7399	7
18603at7399	1
18608at7399	1
18609at7399	6
18615at7399	4
18616at7399	0
18617at7399	0
18619at7399	0
18626at7399	1
18629at7399	0
18630at7399	2
18631at7399	0
18633at7399	1
18634at7399	0
18641at7399	9
18647at7399	1
18650at7399	0
18653at7399	1
18657at7399	1
18658at7399	0
18660at7399	1
18662at7399	0
18664at7399	1
18672at7399	0
18673at7399	0
18679at7399	1
18692at7399	1
18701at7399	0
18703at7399	0
18709at7399	2
18710at7399	0
18714at7399	2
18715at7399	0
18716at7399	0
18723at7399	0
18724at7399	0
18726at7399	2
18729at7399	1
18731at7399	0
18732at7399	8
18733at7399	0
18734at7399	0
18743at7399	1
18748at7399	3
18749at7399	0
18751at7399	0
18752at7399	2
18753at7399	0
18755at7399	0
18759at7399	1
18761at7399	0
18763at7399	0
18765at7399	1
18766at7399	0
18769at7399	3
18770at7399	1
18773at7399	0
18775at7399	0
18776at7399	5
18779at7399	0
18791at7399	2
18794at7399	0
18795at7399	1
18796at7399	0
18799at7399	0
18803at7399	0
18807at7399	0
18808at7399	0
18811at7399	0
18813at7399	1
18815at7399	0
18816at7399	5
18820at7399	4
18823at7399	2
18824at7399	1
18830at7399	0
18833at7399	0
18834at7399	0
18836at7399	2
18839at7399	9
18847at7399	2
18853at7399	0
18855at7399	0
18856at7399	0
18866at7399	5
18867at7399	1
18869at7399	3
18871at7399	0
18875at7399	2
18876at7399	1
18879at7399	1
18884at7399	1
18887at7399	0
18893at7399	2
18896at7399	1
18898at7399	0
18899at7399	0
18900at7399	0
18901at7399	3
18906at7399	0
18909at7399	0
18917at7399	1
18923at7399	0
18926at7399	0
18930at7399	2
18935at7399	0
18939at7399	0
18941at7399	7
18942at7399	1
18948at7399	0
18952at7399	0
18953at7399	6
18954at7399	0
18955at7399	0
18958at7399	1
18962at7399	0
18979at7399	1
18980at7399	0
18982at7399	1
18983at7399	0
18984at7399	1
18987at7399	1
18993at7399	0
18996at7399	1
19001at7399	1
19011at7399	3
19012at7399	0
19013at7399	0
19014at7399	0
19020at7399	1
19026at7399	1
19031at7399	2
19032at7399	2
19037at7399	0
19038at7399	0
19041at7399	1
19047at7399	3
19049at7399	0
19052at7399	1
19068at7399	3
19070at7399	9
19071at7399	1
19072at7399	0
19073at7399	0
19080at7399	2
19090at7399	2
19096at7399	0
19101at7399	0
19106at7399	2
19107at7399	2
19108at7399	1
19116at7399	4
19119at7399	1
19122at7399	0
19129at7399	2
19131at7399	1
19136at7399	13
19141at7399	8
19142at7399	1
19150at7399	1
19151at7399	0
19155at7399	0
19158at7399	2
19159at7399	0
19162at7399	1
19165at7399	0
19166at7399	0
19175at7399	1
19180at7399	0
19181at7399	0
19186at7399	1
19187at7399	0
19189at7399	0
19191at7399	0
19192at7399	0
19198at7399	0
19202at7399	0
19203at7399	2
19210at7399	2
19219at7399	1
19224at7399	0
19226at7399	1
19227at7399	0
19233at7399	0
19234at7399	0
19239at7399	0
19240at7399	2
19242at7399	7
19246at7399	2
19260at7399	0
19264at7399	0
19265at7399	1
19266at7399	0
19270at7399	1
19274at7399	1
19276at7399	2
19279at7399	1
19281at7399	0
19283at7399	0
19289at7399	0
19291at7399	0
19293at7399	0
19298at7399	0
19302at7399	0
19304at7399	0
19306at7399	12
19311at7399	0
19312at7399	0
19314at7399	3
19316at7399	1
19322at7399	1
19325at7399	0
19329at7399	2
19330at7399	0
19333at7399	1
19334at7399	2
19336at7399	0
19337at7399	1
19342at7399	0
19346at7399	1
19348at7399	0
19350at7399	1
19352at7399	1
19353at7399	1
19356at7399	0
19358at7399	0
19363at7399	3
19365at7399	0
19367at7399	0
19368at7399	1
19377at7399	1
19380at7399	1
19381at7399	1
19389at7399	5
19391at7399	1
19399at7399	6
19405at7399	1
19406at7399	6
19407at7399	1
19408at7399	0
19410at7399	0
19415at7399	1
19419at7399	1
19420at7399	2
19424at7399	0
19425at7399	0
19426at7399	0
19427at7399	0
19436at7399	3
19437at7399	0
19443at7399	3
19445at7399	0
19447at7399	0
19448at7399	0
19450at7399	0
19457at7399	0
19462at7399	0
19468at7399	3
19471at7399	1
19472at7399	4
19474at7399	1
19478at7399	3
19479at7399	0
19483at7399	1
19490at7399	1
19493at7399	0
19495at7399	3
19497at7399	0
19504at7399	0
19505at7399	0
19507at7399	0
19508at7399	3
19509at7399	0
19512at7399	0
19513at7399	3
19514at7399	1
19518at7399	1
19519at7399	4
19522at7399	1
19532at7399	1
19534at7399	0
19535at7399	1
19536at7399	0
19541at7399	5
19544at7399	0
19555at7399	0
19561at7399	0
19563at7399	1
19564at7399	0
19567at7399	0
19578at7399	1
19583at7399	2
19588at7399	0
19589at7399	0
19591at7399	0
19593at7399	2
19600at7399	1
19601at7399	1
19602at7399	0
19617at7399	0
19619at7399	1
19624at7399	1
19626at7399	1
19629at7399	0
19634at7399	0
19636at7399	1
19638at7399	0
19639at7399	2
19640at7399	0
19641at7399	1
19643at7399	9
19652at7399	0
19654at7399	0
19657at7399	0
19658at7399	1
19664at7399	2
19666at7399	1
19670at7399	1
19673at7399	0
19677at7399	0
19678at7399	1
19679at7399	0
19685at7399	0
19692at7399	3
19693at7399	0
19701at7399	0
19702at7399	0
19709at7399	3
19711at7399	1
19712at7399	0
19719at7399	2
19723at7399	1
19725at7399	0
19729at7399	2
19732at7399	6
19737at7399	3
19742at7399	0
19745at7399	10
19746at7399	1
19748at7399	1
19749at7399	1
19753at7399	1
19756at7399	0
19760at7399	2
19766at7399	1
19769at7399	0
19773at7399	0
19775at7399	0
19776at7399	0
19784at7399	4
19785at7399	0
19792at7399	1
19797at7399	0
19798at7399	0
19801at7399	4
19809at7399	1
19810at7399	0
19811at7399	0
19814at7399	0
19817at7399	0
19831at7399	2
19832at7399	0
19833at7399	0
19838at7399	0
19839at7399	0
19843at7399	1
19844at7399	2
19846at7399	0
19852at7399	3
19857at7399	3
19858at7399	2
19859at7399	1
19861at7399	1
19862at7399	0
19865at7399	3
19867at7399	0
19874at7399	1
19879at7399	3
19883at7399	4
19888at7399	0
19897at7399	0
19900at7399	0
19909at7399	0
19912at7399	0
19928at7399	3
19938at7399	0
19952at7399	0
19954at7399	2
19960at7399	0
19966at7399	0
19969at7399	0
19973at7399	0
19976at7399	1
19977at7399	0
19978at7399	1
19990at7399	1
19992at7399	1
19995at7399	0
19999at7399	0
20000at7399	0
20001at7399	2
20006at7399	0
20007at7399	3
20010at7399	0
20013at7399	0
20015at7399	0
20016at7399	1
20017at7399	1
20021at7399	6
20023at7399	2
20030at7399	0
20048at7399	1
20053at7399	2
20056at7399	0
20062at7399	2
20065at7399	0
20068at7399	3
20076at7399	0
20084at7399	2
20092at7399	3
20096at7399	0
20097at7399	0
20108at7399	0
20117at7399	0
20118at7399	0
20119at7399	0
20123at7399	0
20127at7399	3
20128at7399	1
20131at7399	3
20138at7399	2
20139at7399	0
20142at7399	0
20153at7399	0
20157at7399	0
20161at7399	0
20163at7399	0
20171at7399	1
20179at7399	4
20183at7399	0
20184at7399	2
20187at7399	1
20199at7399	1
20202at7399	2
20204at7399	1
20209at7399	0
20210at7399	1
20219at7399	0
20224at7399	0
20232at7399	0
20233at7399	14
20234at7399	2
20235at7399	1
20237at7399	3
20239at7399	1
20245at7399	5
20246at7399	1
20247at7399	0
20257at7399	0
20258at7399	0
20259at7399	1
20263at7399	1
20265at7399	0
20266at7399	0
20269at7399	0
20271at7399	1
20276at7399	1
20277at7399	2
20280at7399	1
20281at7399	0
20284at7399	1
20287at7399	0
20294at7399	0
20295at7399	0
20304at7399	0
20306at7399	3
20308at7399	0
20311at7399	4
20323at7399	6
20324at7399	4
20332at7399	0
20335at7399	0
20336at7399	1
20345at7399	0
20348at7399	1
20356at7399	0
20358at7399	0
20362at7399	1
20365at7399	2
20366at7399	4
20368at7399	0
20370at7399	0
20372at7399	1
20376at7399	0
20378at7399	0
20390at7399	5
20392at7399	1
20393at7399	3
20394at7399	0
20396at7399	1
20397at7399	23
20399at7399	0
20409at7399	1
20413at7399	1
20419at7399	0
20425at7399	0
20427at7399	0
20442at7399	0
20443at7399	2
20444at7399	0
20449at7399	0
20450at7399	0
20451at7399	0
20453at7399	2
20454at7399	0
20456at7399	0
20459at7399	0
20465at7399	2
20474at7399	0
20475at7399	1
20481at7399	1
20482at7399	0
20484at7399	0
20486at7399	1
20487at7399	2
20491at7399	2
20492at7399	1
20494at7399	1
20500at7399	0
20502at7399	0
20504at7399	1
20513at7399	0
20517at7399	0
20519at7399	2
20520at7399	0
20525at7399	1
20529at7399	0
20538at7399	0
20542at7399	2
20544at7399	2
20547at7399	0
20551at7399	1
20553at7399	0
20556at7399	1
20558at7399	7
20559at7399	0
20560at7399	0
20561at7399	2
20563at7399	1
20566at7399	0
20567at7399	0
20568at7399	1
20569at7399	4
20570at7399	1
20579at7399	1
20580at7399	2
20585at7399	0
20590at7399	1
20591at7399	0
20598at7399	2
20600at7399	1
20612at7399	0
20615at7399	10
20616at7399	2
20623at7399	0
20629at7399	0
20633at7399	0
20634at7399	1
20649at7399	0
20654at7399	0
20656at7399	0
20657at7399	0
20658at7399	0
20659at7399	0
20660at7399	5
20661at7399	0
20664at7399	0
20665at7399	0
20668at7399	0
20680at7399	0
20684at7399	1
20685at7399	2
20689at7399	0
20692at7399	0
20693at7399	0
20703at7399	2
20710at7399	1
20725at7399	1
20727at7399	0
20728at7399	0
20729at7399	0
20730at7399	0
20735at7399	1
20736at7399	0
20738at7399	2
20744at7399	0
20745at7399	0
20754at7399	2
20758at7399	6
20759at7399	4
20767at7399	1
20776at7399	0
20786at7399	0
20788at7399	0
20790at7399	0
20797at7399	1
20798at7399	0
20801at7399	1
20802at7399	3
20808at7399	3
20810at7399	0
20811at7399	9
20812at7399	3
20816at7399	0
20818at7399	0
20826at7399	0
20828at7399	3
20829at7399	1
20838at7399	0
20842at7399	1
20843at7399	2
20854at7399	1
20856at7399	0
20859at7399	0
20864at7399	1
20867at7399	0
20868at7399	4
20869at7399	0
20874at7399	1
20877at7399	1
20879at7399	1
20882at7399	1
20888at7399	0
20889at7399	2
20892at7399	0
20899at7399	1
20909at7399	1
20917at7399	0
20918at7399	1
20919at7399	0
20925at7399	0
20926at7399	3
20933at7399	0
20946at7399	0
20948at7399	0
20958at7399	0
20960at7399	0
20977at7399	11
20980at7399	0
20986at7399	0
20989at7399	0
20990at7399	1
20992at7399	0
20993at7399	1
20995at7399	1
21000at7399	3
21002at7399	0
21010at7399	0
21012at7399	1
21019at7399	1
21022at7399	2
21026at7399	0
21030at7399	6
21039at7399	1
21040at7399	0
21041at7399	1
21043at7399	0
21051at7399	0
21054at7399	1
21067at7399	0
21071at7399	1
21074at7399	1
21078at7399	1
21092at7399	3
21093at7399	0
21098at7399	0
21099at7399	0
21103at7399	0
21104at7399	0
21112at7399	0
21115at7399	0
21119at7399	0
21120at7399	1
21121at7399	0
21123at7399	0
21124at7399	4
21130at7399	1
21133at7399	0
21134at7399	1
21135at7399	2
21137at7399	0
21150at7399	1
21151at7399	0
21153at7399	16
21155at7399	1
21158at7399	0
21159at7399	1
21164at7399	0
21169at7399	1
21170at7399	1
21171at7399	1
21173at7399	1
21175at7399	0
21181at7399	1
21182at7399	0
21184at7399	1
21195at7399	2
21202at7399	2
21203at7399	0
21206at7399	0
21209at7399	0
21214at7399	1
21216at7399	1
21226at7399	7
21232at7399	0
21234at7399	3
21237at7399	0
21238at7399	1
21245at7399	5
21247at7399	0
21255at7399	0
21260at7399	0
21263at7399	1
21269at7399	0
21276at7399	2
21278at7399	2
21282at7399	0
21283at7399	0
21284at7399	0
21288at7399	0
21290at7399	2
21291at7399	0
21296at7399	1
21297at7399	1
21298at7399	1
21299at7399	2
21304at7399	1
21307at7399	5
21309at7399	0
21313at7399	0
21329at7399	0
21331at7399	0
21336at7399	0
21338at7399	2
21341at7399	0
21343at7399	0
21350at7399	0
21361at7399	1
21368at7399	0
21377at7399	1
21378at7399	2
21380at7399	1
21381at7399	1
21383at7399	2
21385at7399	0
21387at7399	0
21393at7399	0
21394at7399	1
21398at7399	0
21400at7399	0
21413at7399	1
21415at7399	0
21416at7399	1
21419at7399	0
21423at7399	1
21427at7399	2
21430at7399	0
21434at7399	1
21436at7399	2
21439at7399	0
21448at7399	0
21449at7399	1
21455at7399	1
21459at7399	1
21460at7399	2
21470at7399	1
21471at7399	1
21473at7399	0
21474at7399	0
21476at7399	6
21478at7399	0
21481at7399	0
21483at7399	1
21489at7399	1
21492at7399	0
21494at7399	0
21495at7399	1
21496at7399	1
21508at7399	1
21520at7399	2
21525at7399	2
21526at7399	0
21529at7399	0
21530at7399	1
21533at7399	1
21546at7399	0
21552at7399	9
21555at7399	1
21556at7399	0
21558at7399	0
21560at7399	1
21562at7399	0
21563at7399	0
21568at7399	0
21571at7399	1
21573at7399	3
21578at7399	0
21579at7399	0
21582at7399	0
21586at7399	0
21588at7399	0
21592at7399	1
21595at7399	0
21599at7399	3
21600at7399	0
21604at7399	0
21609at7399	1
21613at7399	0
21614at7399	0
21615at7399	0
21616at7399	1
21617at7399	0
21629at7399	1
21630at7399	0
21632at7399	0
21634at7399	0
21641at7399	1
21651at7399	2
21654at7399	0
21658at7399	2
21661at7399	0
21664at7399	0
21665at7399	1
21668at7399	1
21671at7399	0
21676at7399	0
21678at7399	3
21679at7399	4
21684at7399	1
21688at7399	2
21690at7399	2
21693at7399	0
21696at7399	0
21697at7399	0
21699at7399	0
21700at7399	1
21703at7399	1
21707at7399	1
21709at7399	4
21712at7399	2
21723at7399	0
21740at7399	0
21743at7399	2
21744at7399	0
21745at7399	0
21747at7399	2
21748at7399	0
21750at7399	1
21754at7399	1
21760at7399	0
21762at7399	3
21764at7399	3
21765at7399	0
21767at7399	2
21770at7399	1
21776at7399	1
21777at7399	0
21795at7399	0
21798at7399	0
21800at7399	1
21803at7399	0
21812at7399	0
21816at7399	1
21820at7399	1
21824at7399	2
21825at7399	1
21829at7399	1
21830at7399	2
21831at7399	0
21832at7399	2
21834at7399	0
21840at7399	5
21845at7399	0
21846at7399	3
21858at7399	0
21859at7399	0
21861at7399	4
21862at7399	2
21871at7399	0
21881at7399	0
21883at7399	1
21887at7399	8
21888at7399	1
21892at7399	0
21895at7399	0
21901at7399	4
21904at7399	0
21905at7399	0
21907at7399	3
21909at7399	4
21910at7399	0
21911at7399	1
21918at7399	0
21921at7399	1
21924at7399	1
21925at7399	1
21926at7399	1
21935at7399	1
21938at7399	1
21939at7399	0
21948at7399	1
21950at7399	1
21957at7399	0
21968at7399	1
21970at7399	0
21980at7399	5
21989at7399	0
21990at7399	0
21999at7399	1
22002at7399	0
22007at7399	1
22009at7399	2
22012at7399	0
22022at7399	1
22026at7399	0
22027at7399	1
22028at7399	0
22030at7399	0
22036at7399	0
22038at7399	1
22039at7399	1
22040at7399	0
22041at7399	0
22042at7399	0
22048at7399	0
22049at7399	0
22053at7399	0
22056at7399	3
22058at7399	1
22064at7399	0
22066at7399	1
22073at7399	6
22077at7399	0
22080at7399	2
22089at7399	1
22090at7399	1
22092at7399	0
22103at7399	0
22105at7399	1
22106at7399	0
22108at7399	1
22109at7399	0
22114at7399	4
22115at7399	1
22117at7399	1
22118at7399	3
22119at7399	1
22120at7399	1
22121at7399	1
22131at7399	1
22135at7399	1
22141at7399	1
22143at7399	1
22145at7399	0
22148at7399	1
22158at7399	0
22161at7399	0
22162at7399	1
22164at7399	2
22172at7399	1
22183at7399	0
22185at7399	0
22188at7399	4
22191at7399	1
22194at7399	0
22195at7399	0
22198at7399	1
22203at7399	0
22204at7399	0
22208at7399	3
22213at7399	2
22228at7399	3
22233at7399	0
22234at7399	0
22238at7399	0
22239at7399	1
22243at7399	0
22244at7399	0
22245at7399	0
22247at7399	0
22249at7399	1
22256at7399	0
22265at7399	1
22267at7399	3
22288at7399	1
22289at7399	2
22293at7399	2
22299at7399	0
22305at7399	0
22311at7399	1
22315at7399	0
22316at7399	1
22318at7399	0
22320at7399	3
22328at7399	3
22332at7399	0
22335at7399	0
22339at7399	2
22340at7399	0
22343at7399	1
22344at7399	1
22345at7399	2
22349at7399	0
22358at7399	0
22362at7399	0
22364at7399	0
22365at7399	0
22367at7399	0
22368at7399	0
22370at7399	3
22372at7399	1
22374at7399	3
22375at7399	1
22377at7399	0
22379at7399	0
22389at7399	0
22393at7399	6
22394at7399	1
22400at7399	0
22401at7399	0
22403at7399	1
22404at7399	3
22405at7399	0
22406at7399	0
22407at7399	0
22417at7399	1
22424at7399	0
22426at7399	0
22431at7399	8
22435at7399	1
22436at7399	1
22442at7399	5
22455at7399	0
22456at7399	0
22457at7399	0
22473at7399	0
22475at7399	0
22477at7399	0
22481at7399	0
22483at7399	0
22491at7399	0
22494at7399	0
22495at7399	0
22496at7399	0
22497at7399	2
22499at7399	2
22501at7399	3
22505at7399	0
22509at7399	0
22510at7399	5
22511at7399	0
22512at7399	0
22516at7399	3
22517at7399	0
22520at7399	1
22521at7399	0
22524at7399	0
22525at7399	3
22528at7399	2
22532at7399	0
22538at7399	2
22539at7399	0
22540at7399	1
22541at7399	1
22542at7399	3
22543at7399	0
22547at7399	0
22552at7399	0
22553at7399	2
22555at7399	0
22556at7399	1
22565at7399	9
22566at7399	3
22572at7399	1
22579at7399	1
22580at7399	0
22582at7399	0
22587at7399	1
22591at7399	1
22593at7399	5
22594at7399	2
22606at7399	0
22613at7399	0
22615at7399	0
22622at7399	0
22623at7399	5
22624at7399	0
22631at7399	1
22634at7399	0
22635at7399	2
22639at7399	0
22640at7399	1
22645at7399	7
22646at7399	0
22648at7399	1
22651at7399	0
22653at7399	0
22655at7399	1
22664at7399	0
22666at7399	0
22667at7399	7
22673at7399	0
22682at7399	3
22687at7399	0
22690at7399	0
22693at7399	1
22694at7399	2
22697at7399	1
22700at7399	1
22701at7399	0
22702at7399	1
22704at7399	4
22710at7399	0
22717at7399	0
22718at7399	0
22720at7399	0
22721at7399	1
22722at7399	3
22727at7399	3
22728at7399	0
22731at7399	2
22735at7399	0
22738at7399	0
22742at7399	0
22745at7399	1
22752at7399	0
22755at7399	0
22756at7399	1
22760at7399	2
22762at7399	0
22767at7399	1
22774at7399	0
22775at7399	0
22777at7399	2
22783at7399	0
22784at7399	1
22792at7399	0
22801at7399	0
22803at7399	1
22806at7399	0
22816at7399	0
22817at7399	2
22820at7399	0
22823at7399	1
22829at7399	1
22831at7399	1
22839at7399	0
22841at7399	0
22842at7399	0
22846at7399	0
22848at7399	2
22852at7399	0
22853at7399	0
22855at7399	0
22862at7399	0
22873at7399	0
22879at7399	1
22881at7399	0
22887at7399	0
22888at7399	0
22892at7399	0
22893at7399	0
22895at7399	0
22896at7399	0
22898at7399	0
22903at7399	0
22904at7399	0
22910at7399	1
22914at7399	2
22915at7399	0
22916at7399	0
22921at7399	0
22929at7399	1
22931at7399	2
22938at7399	0
22940at7399	0
22942at7399	1
22945at7399	0
22946at7399	1
22947at7399	0
22950at7399	0
22951at7399	0
22958at7399	2
22959at7399	2
22964at7399	1
22970at7399	0
22980at7399	0
22985at7399	0
22987at7399	0
22992at7399	13
22994at7399	1
22996at7399	0
22997at7399	1
22999at7399	1
23005at7399	1
23019at7399	3
23025at7399	0
23026at7399	0
23030at7399	0
23033at7399	0
23034at7399	1
23046at7399	0
23059at7399	0
23062at7399	1
23064at7399	0
23066at7399	1
23071at7399	1
23072at7399	2
23076at7399	1
23077at7399	1
23078at7399	2
23079at7399	0
23080at7399	1
23087at7399	1
23090at7399	1
23095at7399	0
23096at7399	0
23103at7399	0
23112at7399	0
23113at7399	0
23115at7399	8
23119at7399	0
23121at7399	1
23122at7399	1
23124at7399	0
23126at7399	0
23137at7399	0
23141at7399	0
23143at7399	3
23149at7399	1
23154at7399	1
23157at7399	0
23160at7399	2
23162at7399	0
23168at7399	0
23169at7399	0
23171at7399	0
23173at7399	0
23174at7399	0
23175at7399	2
23187at7399	2
23188at7399	3
23190at7399	4
23191at7399	4
23195at7399	2
23197at7399	0
23203at7399	0
23205at7399	2
23208at7399	1
23213at7399	0
23217at7399	0
23220at7399	0
23223at7399	4
23224at7399	3
23227at7399	2
23228at7399	0
23231at7399	1
23236at7399	0
23247at7399	0
23248at7399	1
23254at7399	0
23258at7399	1
23261at7399	0
23268at7399	0
23273at7399	0
23275at7399	4
23276at7399	0
23283at7399	0
23290at7399	0
23298at7399	9
23304at7399	0
23308at7399	0
23309at7399	1
23314at7399	0
23325at7399	0
23333at7399	0
23335at7399	0
23336at7399	0
23339at7399	0
23341at7399	1
23342at7399	2
23343at7399	1
23345at7399	0
23353at7399	1
23355at7399	2
23358at7399	1
23362at7399	0
23364at7399	3
23366at7399	0
23369at7399	0
23374at7399	0
23376at7399	0
23377at7399	0
23381at7399	4
23382at7399	1
23384at7399	0
23385at7399	0
23386at7399	0
23388at7399	1
23389at7399	1
23396at7399	2
23404at7399	0
23405at7399	8
23408at7399	5
23409at7399	2
23410at7399	0
23411at7399	2
23413at7399	0
23415at7399	0
23423at7399	0
23425at7399	1
23430at7399	1
23432at7399	0
23435at7399	2
23444at7399	0
23456at7399	0
23458at7399	1
23463at7399	1
23466at7399	3
23467at7399	1
23470at7399	3
23472at7399	0
23473at7399	0
23474at7399	1
23476at7399	3
23478at7399	0
23480at7399	0
23483at7399	2
23488at7399	0
23491at7399	3
23493at7399	0
23495at7399	0
23496at7399	1
23499at7399	1
23500at7399	2
23502at7399	1
23503at7399	0
23519at7399	0
23520at7399	2
23528at7399	1
23532at7399	0
23534at7399	0
23547at7399	0
23548at7399	2
23553at7399	1
23555at7399	1
23559at7399	1
23565at7399	0
23568at7399	1
23570at7399	0
23572at7399	0
23576at7399	2
23578at7399	0
23579at7399	0
23580at7399	2
23581at7399	2
23586at7399	0
23587at7399	0
23589at7399	1
23592at7399	1
23593at7399	0
23594at7399	1
23597at7399	0
23598at7399	1
23600at7399	0
23601at7399	0
23612at7399	3
23618at7399	1
23621at7399	1
23625at7399	0
23626at7399	0
23632at7399	0
23638at7399	1
23644at7399	0
23646at7399	0
23648at7399	1
23650at7399	0
23653at7399	1
23657at7399	0
23658at7399	0
23663at7399	0
23665at7399	1
23671at7399	1
23680at7399	1
23681at7399	0
23689at7399	0
23690at7399	1
23691at7399	2
23696at7399	2
23697at7399	1
23705at7399	0
23708at7399	0
23716at7399	0
23718at7399	0
23720at7399	0
23722at7399	0
23725at7399	0
23728at7399	1
23731at7399	1
23734at7399	0
23738at7399	0
23743at7399	7
23744at7399	0
23753at7399	0
23757at7399	1
23758at7399	0
23761at7399	2
23765at7399	0
23766at7399	1
23768at7399	0
23769at7399	1
23770at7399	13
23771at7399	0
23774at7399	0
23775at7399	0
23779at7399	0
23780at7399	1
23785at7399	0
23790at7399	0
23791at7399	1
23793at7399	0
23794at7399	0
23803at7399	0
23821at7399	1
23823at7399	0
23826at7399	0
23830at7399	1
23843at7399	1
23845at7399	0
23853at7399	2
23856at7399	1
23857at7399	1
23858at7399	0
23860at7399	0
23865at7399	0
23872at7399	2
23875at7399	0
23878at7399	0
23881at7399	2
23882at7399	0
23883at7399	0
23886at7399	0
23897at7399	0
23898at7399	0
23901at7399	0
23904at7399	1
23905at7399	2
23909at7399	2
23911at7399	0
23912at7399	5
23913at7399	0
23917at7399	0
23918at7399	0
23925at7399	0
23927at7399	2
23928at7399	1
23932at7399	0
23933at7399	1
23934at7399	1
23935at7399	2
23940at7399	0
23945at7399	0
23949at7399	0
23958at7399	1
23963at7399	0
23972at7399	1
23982at7399	0
23985at7399	1
23992at7399	2
23994at7399	1
23998at7399	0
23999at7399	1
24000at7399	0
24004at7399	0
24005at7399	0
24012at7399	2
24036at7399	1
24039at7399	0
24040at7399	0
24041at7399	0
24042at7399	3
24044at7399	2
24048at7399	2
24050at7399	0
24053at7399	0
24055at7399	0
24070at7399	1
24072at7399	0
24077at7399	0
24082at7399	2
24088at7399	1
24089at7399	0
24093at7399	1
24095at7399	0
24108at7399	2
24111at7399	1
24115at7399	0
24119at7399	3
24120at7399	9
24122at7399	1
24124at7399	0
24126at7399	2
24135at7399	0
24137at7399	0
24140at7399	0
24142at7399	0
24147at7399	1
24148at7399	3
24149at7399	1
24155at7399	0
24157at7399	0
24158at7399	0
24160at7399	0
24166at7399	0
24169at7399	0
24171at7399	0
24172at7399	0
