orthogroup	EXP
5833at7399	0
5834at7399	5
5837at7399	1
5842at7399	1
5845at7399	0
5846at7399	0
5849at7399	3
5850at7399	2
5854at7399	0
5860at7399	2
5863at7399	1
5865at7399	0
5873at7399	0
5874at7399	1
5876at7399	6
5878at7399	0
5880at7399	1
5881at7399	0
5882at7399	1
5885at7399	5
5886at7399	2
5888at7399	2
5891at7399	0
5895at7399	0
5898at7399	2
5911at7399	1
5912at7399	0
5915at7399	0
5916at7399	0
5923at7399	0
5924at7399	1
5928at7399	1
5929at7399	3
5931at7399	2
5935at7399	3
5936at7399	2
5937at7399	2
5946at7399	0
5947at7399	1
5949at7399	0
5953at7399	4
5954at7399	0
5955at7399	3
5961at7399	0
5962at7399	2
5963at7399	1
5965at7399	2
5970at7399	2
5972at7399	2
5974at7399	3
5981at7399	2
5987at7399	4
5988at7399	0
5990at7399	2
5991at7399	0
5997at7399	0
5998at7399	1
6005at7399	0
6007at7399	0
6009at7399	0
6010at7399	7
6014at7399	0
6016at7399	3
6027at7399	2
6033at7399	1
6038at7399	2
6045at7399	4
6046at7399	1
6048at7399	0
6052at7399	0
6053at7399	1
6054at7399	1
6058at7399	1
6060at7399	6
6061at7399	0
6063at7399	0
6070at7399	0
6073at7399	4
6074at7399	1
6075at7399	0
6076at7399	0
6083at7399	0
6085at7399	0
6087at7399	0
6088at7399	0
6092at7399	0
6095at7399	1
6101at7399	0
6103at7399	0
6104at7399	2
6105at7399	0
6108at7399	2
6113at7399	0
6115at7399	2
6117at7399	1
6120at7399	2
6122at7399	1
6126at7399	4
6132at7399	4
6134at7399	1
6141at7399	1
6143at7399	0
6145at7399	1
6147at7399	0
6150at7399	1
6152at7399	1
6156at7399	1
6159at7399	2
6163at7399	0
6170at7399	0
6174at7399	0
6175at7399	0
6176at7399	4
6178at7399	0
6182at7399	0
6183at7399	1
6195at7399	1
6198at7399	1
6199at7399	2
6200at7399	0
6202at7399	2
6204at7399	1
6205at7399	0
6208at7399	0
6219at7399	0
6222at7399	2
6223at7399	5
6225at7399	1
6236at7399	1
6239at7399	2
6242at7399	2
6247at7399	1
6250at7399	6
6252at7399	4
6258at7399	0
6259at7399	0
6262at7399	2
6264at7399	2
6266at7399	3
6267at7399	1
6270at7399	5
6271at7399	0
6272at7399	0
6273at7399	1
6274at7399	5
6280at7399	1
6288at7399	1
6291at7399	0
6297at7399	1
6300at7399	1
6305at7399	1
6312at7399	0
6314at7399	0
6315at7399	0
6317at7399	0
6318at7399	1
6322at7399	1
6323at7399	1
6325at7399	3
6326at7399	0
6327at7399	1
6328at7399	0
6331at7399	1
6334at7399	3
6336at7399	12
6339at7399	2
6345at7399	2
6346at7399	1
6351at7399	0
6352at7399	0
6357at7399	0
6358at7399	1
6362at7399	1
6364at7399	0
6371at7399	0
6384at7399	2
6385at7399	0
6387at7399	0
6391at7399	4
6393at7399	0
6397at7399	0
6400at7399	1
6410at7399	2
6411at7399	0
6413at7399	1
6414at7399	1
6416at7399	7
6420at7399	0
6426at7399	0
6427at7399	3
6437at7399	1
6438at7399	0
6440at7399	2
6441at7399	1
6442at7399	0
6444at7399	1
6448at7399	0
6449at7399	0
6458at7399	1
6460at7399	0
6462at7399	0
6463at7399	5
6470at7399	0
6471at7399	1
6477at7399	0
6478at7399	0
6479at7399	1
6481at7399	1
6483at7399	0
6484at7399	0
6488at7399	0
6496at7399	2
6499at7399	3
6500at7399	1
6503at7399	0
6508at7399	0
6509at7399	0
6510at7399	2
6519at7399	0
6522at7399	1
6523at7399	1
6534at7399	2
6536at7399	3
6540at7399	5
6544at7399	4
6546at7399	0
6549at7399	2
6552at7399	3
6554at7399	0
6556at7399	2
6560at7399	2
6564at7399	1
6566at7399	1
6567at7399	2
6571at7399	0
6575at7399	0
6587at7399	0
6588at7399	0
6593at7399	1
6594at7399	1
6595at7399	0
6596at7399	0
6601at7399	0
6602at7399	3
6604at7399	0
6605at7399	1
6606at7399	0
6608at7399	1
6609at7399	2
6614at7399	0
6616at7399	0
6617at7399	1
6627at7399	1
6630at7399	0
6636at7399	2
6641at7399	0
6644at7399	0
6645at7399	1
6647at7399	1
6652at7399	0
6653at7399	2
6658at7399	1
6659at7399	0
6661at7399	2
6664at7399	0
6671at7399	1
6676at7399	0
6680at7399	1
6683at7399	0
6689at7399	0
6696at7399	0
6699at7399	0
6704at7399	1
6707at7399	1
6708at7399	1
6715at7399	1
6719at7399	1
6731at7399	0
6734at7399	0
6735at7399	1
6738at7399	0
6740at7399	0
6741at7399	0
6747at7399	0
6749at7399	1
6751at7399	5
6754at7399	0
6758at7399	1
6764at7399	0
6766at7399	0
6767at7399	0
6768at7399	0
6776at7399	2
6783at7399	1
6784at7399	0
6785at7399	2
6792at7399	0
6797at7399	0
6798at7399	2
6801at7399	1
6803at7399	2
6805at7399	0
6812at7399	1
6814at7399	0
6816at7399	0
6819at7399	1
6820at7399	1
6821at7399	0
6822at7399	2
6826at7399	1
6829at7399	2
6830at7399	1
6836at7399	0
6852at7399	0
6868at7399	1
6870at7399	1
6871at7399	3
6875at7399	2
6876at7399	3
6882at7399	2
6886at7399	4
6888at7399	2
6891at7399	1
6892at7399	3
6893at7399	2
6897at7399	2
6899at7399	1
6901at7399	1
6904at7399	2
6906at7399	0
6908at7399	1
6910at7399	2
6913at7399	0
6914at7399	0
6918at7399	0
6929at7399	1
6933at7399	2
6935at7399	0
6937at7399	2
6940at7399	0
6944at7399	1
6947at7399	0
6948at7399	6
6949at7399	1
6955at7399	0
6956at7399	4
6961at7399	1
6963at7399	0
6964at7399	2
6966at7399	3
6970at7399	5
6971at7399	0
6974at7399	0
6977at7399	0
6981at7399	4
6983at7399	1
6992at7399	1
6994at7399	0
6997at7399	0
7001at7399	0
7002at7399	6
7005at7399	0
7006at7399	0
7011at7399	0
7013at7399	0
7017at7399	2
7018at7399	0
7020at7399	0
7022at7399	1
7024at7399	0
7029at7399	1
7030at7399	0
7031at7399	1
7033at7399	0
7034at7399	1
7038at7399	0
7042at7399	2
7043at7399	0
7046at7399	1
7049at7399	0
7051at7399	1
7057at7399	0
7059at7399	1
7067at7399	0
7075at7399	0
7077at7399	1
7083at7399	0
7084at7399	0
7089at7399	0
7090at7399	1
7094at7399	1
7103at7399	1
7104at7399	1
7108at7399	0
7110at7399	3
7116at7399	1
7119at7399	0
7120at7399	1
7125at7399	2
7126at7399	0
7127at7399	2
7129at7399	1
7130at7399	2
7133at7399	1
7137at7399	0
7141at7399	2
7142at7399	3
7148at7399	0
7155at7399	2
7166at7399	0
7170at7399	2
7172at7399	0
7176at7399	0
7178at7399	0
7180at7399	3
7181at7399	0
7182at7399	3
7184at7399	1
7192at7399	0
7198at7399	0
7209at7399	4
7212at7399	2
7214at7399	1
7216at7399	1
7217at7399	2
7218at7399	1
7220at7399	0
7223at7399	0
7224at7399	2
7225at7399	0
7229at7399	0
7230at7399	1
7232at7399	0
7234at7399	1
7236at7399	4
7237at7399	0
7238at7399	0
7246at7399	0
7254at7399	3
7255at7399	1
7256at7399	2
7261at7399	0
7263at7399	1
7265at7399	1
7268at7399	3
7272at7399	1
7274at7399	0
7275at7399	2
7278at7399	0
7282at7399	0
7284at7399	0
7285at7399	2
7288at7399	0
7289at7399	1
7290at7399	2
7293at7399	0
7296at7399	3
7297at7399	5
7303at7399	0
7304at7399	6
7307at7399	3
7308at7399	1
7313at7399	1
7314at7399	0
7315at7399	7
7318at7399	1
7319at7399	2
7321at7399	0
7322at7399	3
7324at7399	0
7326at7399	3
7332at7399	1
7337at7399	1
7340at7399	1
7344at7399	2
7353at7399	6
7354at7399	1
7356at7399	0
7361at7399	2
7365at7399	13
7368at7399	2
7375at7399	1
7380at7399	2
7382at7399	1
7383at7399	0
7384at7399	2
7388at7399	0
7389at7399	6
7390at7399	0
7391at7399	0
7393at7399	0
7399at7399	0
7401at7399	0
7403at7399	3
7411at7399	0
7419at7399	1
7421at7399	2
7422at7399	0
7423at7399	0
7426at7399	1
7427at7399	0
7428at7399	0
7432at7399	2
7435at7399	1
7438at7399	3
7440at7399	1
7442at7399	1
7444at7399	0
7446at7399	4
7447at7399	0
7450at7399	0
7451at7399	1
7460at7399	1
7461at7399	0
7464at7399	0
7465at7399	0
7469at7399	1
7474at7399	0
7476at7399	0
7478at7399	0
7482at7399	0
7488at7399	2
7497at7399	0
7500at7399	1
7501at7399	1
7513at7399	0
7516at7399	1
7521at7399	0
7526at7399	1
7527at7399	1
7528at7399	2
7530at7399	0
7534at7399	0
7535at7399	0
7537at7399	1
7540at7399	1
7542at7399	0
7552at7399	3
7554at7399	0
7555at7399	5
7558at7399	3
7561at7399	0
7562at7399	1
7565at7399	0
7567at7399	0
7569at7399	1
7572at7399	0
7577at7399	0
7579at7399	2
7580at7399	1
7586at7399	1
7587at7399	1
7593at7399	0
7598at7399	0
7600at7399	1
7606at7399	2
7611at7399	0
7613at7399	0
7614at7399	0
7617at7399	0
7618at7399	2
7619at7399	0
7621at7399	0
7626at7399	0
7638at7399	0
7640at7399	0
7650at7399	1
7654at7399	0
7664at7399	4
7667at7399	1
7675at7399	1
7677at7399	0
7684at7399	1
7688at7399	0
7695at7399	0
7696at7399	3
7697at7399	0
7698at7399	0
7699at7399	0
7707at7399	1
7712at7399	0
7715at7399	1
7722at7399	2
7728at7399	0
7729at7399	0
7730at7399	0
7732at7399	1
7735at7399	0
7738at7399	3
7741at7399	1
7742at7399	2
7743at7399	1
7750at7399	0
7751at7399	0
7755at7399	1
7758at7399	0
7762at7399	1
7763at7399	1
7764at7399	0
7770at7399	1
7774at7399	1
7778at7399	0
7779at7399	0
7781at7399	0
7783at7399	0
7784at7399	0
7786at7399	1
7789at7399	2
7802at7399	0
7803at7399	1
7804at7399	0
7811at7399	1
7812at7399	2
7813at7399	0
7815at7399	0
7819at7399	1
7821at7399	1
7822at7399	0
7823at7399	1
7825at7399	5
7830at7399	1
7832at7399	0
7835at7399	0
7839at7399	0
7840at7399	4
7844at7399	0
7849at7399	2
7859at7399	2
7862at7399	0
7865at7399	1
7871at7399	1
7876at7399	2
7879at7399	1
7882at7399	1
7887at7399	2
7888at7399	2
7891at7399	0
7897at7399	0
7901at7399	1
7908at7399	0
7910at7399	1
7917at7399	8
7918at7399	2
7921at7399	2
7923at7399	7
7925at7399	2
7926at7399	1
7927at7399	0
7928at7399	1
7929at7399	0
7948at7399	2
7950at7399	1
7955at7399	0
7959at7399	3
7962at7399	0
7966at7399	0
7969at7399	2
7972at7399	0
7980at7399	1
7989at7399	0
7994at7399	1
7998at7399	1
8004at7399	0
8012at7399	0
8015at7399	0
8017at7399	0
8026at7399	0
8029at7399	1
8036at7399	0
8037at7399	1
8039at7399	0
8043at7399	5
8055at7399	5
8056at7399	1
8059at7399	0
8060at7399	1
8061at7399	0
8065at7399	1
8070at7399	2
8076at7399	1
8077at7399	1
8079at7399	0
8081at7399	0
8082at7399	0
8084at7399	1
8091at7399	4
8096at7399	1
8097at7399	2
8098at7399	2
8099at7399	1
8101at7399	1
8102at7399	1
8105at7399	1
8106at7399	1
8111at7399	2
8112at7399	0
8113at7399	0
8115at7399	0
8126at7399	0
8129at7399	1
8130at7399	0
8132at7399	3
8134at7399	1
8135at7399	1
8137at7399	0
8145at7399	0
8147at7399	0
8150at7399	2
8151at7399	1
8152at7399	1
8153at7399	2
8157at7399	1
8161at7399	1
8167at7399	1
8168at7399	1
8179at7399	1
8181at7399	0
8185at7399	0
8186at7399	3
8187at7399	3
8191at7399	0
8198at7399	4
8205at7399	2
8206at7399	0
8207at7399	0
8213at7399	0
8214at7399	2
8215at7399	0
8217at7399	1
8220at7399	1
8222at7399	0
8223at7399	1
8226at7399	0
8231at7399	1
8233at7399	0
8241at7399	0
8246at7399	0
8247at7399	1
8260at7399	4
8263at7399	0
8264at7399	1
8268at7399	0
8269at7399	0
8271at7399	0
8272at7399	0
8273at7399	0
8274at7399	0
8276at7399	1
8282at7399	2
8283at7399	4
8285at7399	1
8289at7399	7
8291at7399	2
8292at7399	1
8296at7399	2
8302at7399	0
8303at7399	0
8304at7399	1
8307at7399	0
8316at7399	0
8318at7399	1
8320at7399	0
8325at7399	1
8326at7399	0
8329at7399	1
8332at7399	0
8335at7399	1
8338at7399	8
8340at7399	0
8344at7399	0
8345at7399	0
8350at7399	1
8355at7399	0
8357at7399	2
8364at7399	1
8366at7399	1
8373at7399	0
8377at7399	0
8379at7399	0
8380at7399	0
8388at7399	1
8392at7399	0
8395at7399	3
8397at7399	3
8398at7399	0
8400at7399	0
8401at7399	1
8413at7399	0
8421at7399	3
8424at7399	3
8426at7399	0
8429at7399	0
8434at7399	1
8436at7399	2
8438at7399	2
8439at7399	2
8445at7399	2
8449at7399	0
8451at7399	0
8455at7399	4
8461at7399	0
8462at7399	0
8464at7399	2
8469at7399	4
8473at7399	0
8477at7399	3
8478at7399	0
8479at7399	0
8480at7399	2
8482at7399	0
8485at7399	0
8487at7399	3
8491at7399	0
8499at7399	0
8502at7399	0
8504at7399	2
8505at7399	2
8511at7399	1
8513at7399	4
8516at7399	5
8517at7399	2
8520at7399	1
8525at7399	0
8526at7399	2
8529at7399	1
8530at7399	2
8531at7399	1
8534at7399	2
8535at7399	0
8540at7399	1
8552at7399	0
8555at7399	2
8558at7399	1
8561at7399	0
8562at7399	2
8563at7399	0
8566at7399	0
8572at7399	1
8575at7399	1
8578at7399	0
8579at7399	0
8586at7399	1
8588at7399	1
8592at7399	2
8602at7399	0
8605at7399	0
8609at7399	1
8611at7399	2
8614at7399	0
8615at7399	0
8617at7399	5
8620at7399	1
8621at7399	1
8631at7399	0
8632at7399	3
8633at7399	4
8641at7399	0
8642at7399	1
8652at7399	0
8656at7399	0
8657at7399	1
8659at7399	0
8663at7399	0
8665at7399	0
8669at7399	0
8672at7399	1
8673at7399	1
8680at7399	3
8682at7399	0
8684at7399	1
8685at7399	1
8687at7399	1
8688at7399	0
8690at7399	0
8697at7399	2
8699at7399	0
8706at7399	0
8712at7399	2
8714at7399	3
8716at7399	2
8720at7399	1
8722at7399	2
8726at7399	2
8728at7399	4
8729at7399	3
8731at7399	0
8733at7399	0
8734at7399	1
8735at7399	0
8736at7399	1
8738at7399	0
8744at7399	0
8746at7399	3
8748at7399	1
8751at7399	7
8753at7399	0
8754at7399	0
8757at7399	0
8762at7399	0
8771at7399	3
8772at7399	0
8773at7399	0
8774at7399	1
8780at7399	1
8781at7399	2
8782at7399	4
8789at7399	1
8792at7399	1
8793at7399	0
8794at7399	0
8796at7399	2
8799at7399	2
8801at7399	3
8804at7399	0
8812at7399	1
8813at7399	2
8814at7399	0
8815at7399	0
8816at7399	2
8818at7399	0
8827at7399	0
8833at7399	1
8834at7399	1
8846at7399	1
8851at7399	1
8864at7399	2
8867at7399	1
8870at7399	0
8877at7399	1
8882at7399	0
8888at7399	1
8895at7399	0
8897at7399	2
8904at7399	0
8906at7399	2
8911at7399	2
8912at7399	3
8914at7399	2
8920at7399	0
8928at7399	1
8930at7399	0
8934at7399	0
8941at7399	0
8942at7399	0
8946at7399	0
8949at7399	1
8950at7399	1
8953at7399	1
8954at7399	1
8955at7399	0
8957at7399	2
8965at7399	0
8966at7399	1
8967at7399	0
8970at7399	1
8971at7399	1
8975at7399	0
8980at7399	0
8985at7399	2
8991at7399	2
8992at7399	2
8997at7399	0
9001at7399	1
9002at7399	0
9007at7399	1
9014at7399	0
9023at7399	1
9032at7399	1
9040at7399	2
9041at7399	3
9042at7399	2
9043at7399	0
9051at7399	0
9052at7399	6
9057at7399	0
9059at7399	2
9070at7399	2
9071at7399	0
9073at7399	2
9074at7399	0
9081at7399	1
9083at7399	2
9090at7399	1
9091at7399	2
9099at7399	2
9106at7399	0
9110at7399	2
9119at7399	0
9122at7399	0
9128at7399	9
9132at7399	1
9134at7399	0
9140at7399	0
9141at7399	1
9143at7399	0
9152at7399	0
9158at7399	3
9160at7399	0
9164at7399	0
9167at7399	0
9169at7399	0
9176at7399	1
9178at7399	1
9180at7399	0
9182at7399	1
9187at7399	1
9188at7399	1
9194at7399	1
9196at7399	0
9202at7399	0
9208at7399	3
9211at7399	1
9214at7399	1
9215at7399	2
9220at7399	0
9221at7399	0
9224at7399	4
9226at7399	0
9229at7399	1
9231at7399	0
9232at7399	0
9235at7399	0
9242at7399	3
9247at7399	1
9248at7399	0
9251at7399	3
9252at7399	0
9253at7399	1
9256at7399	0
9261at7399	1
9262at7399	0
9264at7399	0
9266at7399	1
9267at7399	3
9270at7399	2
9271at7399	1
9275at7399	0
9278at7399	1
9279at7399	0
9282at7399	0
9284at7399	0
9286at7399	0
9287at7399	0
9289at7399	0
9291at7399	0
9294at7399	3
9295at7399	0
9297at7399	0
9298at7399	0
9299at7399	0
9300at7399	1
9301at7399	0
9307at7399	1
9309at7399	0
9313at7399	0
9314at7399	2
9318at7399	2
9320at7399	0
9321at7399	0
9325at7399	0
9326at7399	1
9336at7399	0
9341at7399	0
9346at7399	5
9349at7399	4
9351at7399	0
9358at7399	0
9371at7399	0
9373at7399	4
9374at7399	1
9375at7399	3
9376at7399	1
9380at7399	0
9385at7399	0
9387at7399	0
9389at7399	0
9392at7399	1
9403at7399	0
9404at7399	1
9408at7399	2
9419at7399	0
9422at7399	3
9424at7399	0
9426at7399	0
9428at7399	2
9429at7399	0
9434at7399	0
9441at7399	7
9442at7399	0
9443at7399	1
9445at7399	0
9448at7399	0
9453at7399	2
9455at7399	3
9457at7399	7
9458at7399	0
9465at7399	3
9467at7399	2
9468at7399	1
9470at7399	2
9479at7399	0
9481at7399	0
9482at7399	1
9483at7399	0
9484at7399	0
9488at7399	3
9490at7399	4
9494at7399	1
9495at7399	0
9497at7399	0
9498at7399	0
9499at7399	0
9500at7399	0
9503at7399	9
9505at7399	0
9506at7399	0
9511at7399	3
9514at7399	0
9515at7399	0
9517at7399	2
9520at7399	0
9523at7399	3
9528at7399	0
9529at7399	2
9534at7399	0
9540at7399	1
9542at7399	0
9545at7399	1
9547at7399	2
9552at7399	1
9558at7399	0
9562at7399	1
9565at7399	0
9570at7399	3
9585at7399	1
9586at7399	2
9590at7399	2
9591at7399	2
9595at7399	0
9596at7399	1
9598at7399	0
9599at7399	0
9601at7399	0
9608at7399	0
9611at7399	1
9613at7399	2
9615at7399	0
9618at7399	0
9619at7399	1
9620at7399	0
9628at7399	4
9635at7399	2
9638at7399	0
9640at7399	1
9641at7399	0
9646at7399	0
9660at7399	0
9667at7399	0
9669at7399	1
9671at7399	1
9674at7399	0
9675at7399	0
9677at7399	1
9681at7399	0
9685at7399	1
9693at7399	0
9695at7399	0
9696at7399	1
9703at7399	6
9707at7399	2
9708at7399	1
9711at7399	1
9714at7399	0
9718at7399	2
9722at7399	3
9723at7399	0
9725at7399	0
9729at7399	1
9736at7399	2
9737at7399	1
9738at7399	0
9739at7399	0
9740at7399	1
9743at7399	1
9744at7399	1
9746at7399	0
9752at7399	2
9760at7399	1
9761at7399	0
9762at7399	0
9763at7399	1
9768at7399	0
9780at7399	0
9784at7399	1
9785at7399	0
9788at7399	0
9798at7399	3
9799at7399	1
9806at7399	1
9810at7399	0
9812at7399	1
9813at7399	0
9815at7399	1
9819at7399	0
9822at7399	1
9824at7399	0
9825at7399	2
9827at7399	0
9830at7399	5
9841at7399	0
9844at7399	0
9845at7399	0
9849at7399	1
9855at7399	3
9861at7399	2
9863at7399	1
9864at7399	0
9868at7399	0
9870at7399	0
9873at7399	4
9875at7399	1
9879at7399	1
9883at7399	0
9885at7399	4
9887at7399	1
9888at7399	1
9891at7399	0
9898at7399	0
9899at7399	0
9900at7399	4
9904at7399	1
9912at7399	0
9917at7399	1
9923at7399	3
9924at7399	2
9928at7399	0
9929at7399	1
9930at7399	4
9932at7399	2
9938at7399	0
9943at7399	1
9944at7399	0
9946at7399	6
9950at7399	0
9953at7399	0
9956at7399	1
9957at7399	0
9959at7399	1
9963at7399	1
9967at7399	5
9970at7399	2
9973at7399	0
9976at7399	0
9977at7399	3
9978at7399	0
9980at7399	0
9982at7399	1
9984at7399	1
9985at7399	0
9986at7399	0
9987at7399	0
9988at7399	0
9989at7399	0
9992at7399	0
9997at7399	0
10001at7399	2
10019at7399	1
10023at7399	2
10025at7399	2
10027at7399	0
10029at7399	0
10033at7399	3
10037at7399	1
10053at7399	1
10055at7399	2
10058at7399	0
10065at7399	0
10068at7399	1
10072at7399	1
10073at7399	1
10075at7399	0
10076at7399	1
10080at7399	0
10085at7399	5
10086at7399	5
10089at7399	2
10092at7399	0
10094at7399	1
10099at7399	1
10103at7399	6
10108at7399	0
10116at7399	0
10119at7399	0
10122at7399	0
10127at7399	0
10128at7399	0
10129at7399	0
10142at7399	1
10143at7399	1
10148at7399	2
10153at7399	2
10155at7399	0
10159at7399	0
10161at7399	1
10164at7399	2
10165at7399	0
10166at7399	5
10167at7399	0
10170at7399	1
10176at7399	0
10177at7399	2
10181at7399	5
10191at7399	0
10196at7399	0
10198at7399	1
10202at7399	1
10212at7399	5
10213at7399	0
10217at7399	1
10228at7399	0
10229at7399	1
10230at7399	0
10233at7399	0
10237at7399	0
10240at7399	6
10241at7399	2
10242at7399	0
10245at7399	2
10248at7399	0
10249at7399	1
10259at7399	0
10263at7399	1
10265at7399	0
10266at7399	3
10267at7399	0
10269at7399	0
10270at7399	0
10273at7399	1
10275at7399	0
10281at7399	1
10284at7399	0
10286at7399	2
10287at7399	1
10290at7399	0
10302at7399	0
10305at7399	0
10306at7399	2
10311at7399	0
10317at7399	2
10319at7399	0
10328at7399	0
10331at7399	0
10332at7399	1
10348at7399	1
10349at7399	3
10356at7399	2
10364at7399	2
10365at7399	1
10368at7399	0
10373at7399	1
10377at7399	0
10381at7399	2
10392at7399	3
10393at7399	0
10395at7399	1
10399at7399	0
10402at7399	3
10403at7399	0
10405at7399	0
10406at7399	2
10407at7399	0
10409at7399	3
10410at7399	4
10415at7399	1
10420at7399	0
10421at7399	0
10423at7399	8
10426at7399	1
10428at7399	5
10430at7399	0
10431at7399	2
10433at7399	0
10435at7399	0
10436at7399	0
10442at7399	1
10448at7399	0
10449at7399	1
10453at7399	0
10456at7399	1
10466at7399	2
10473at7399	1
10475at7399	0
10477at7399	0
10480at7399	2
10481at7399	0
10486at7399	0
10494at7399	0
10495at7399	1
10497at7399	1
10498at7399	0
10500at7399	0
10505at7399	2
10515at7399	0
10519at7399	0
10523at7399	0
10528at7399	0
10529at7399	4
10530at7399	0
10535at7399	1
10537at7399	0
10550at7399	3
10554at7399	2
10555at7399	1
10559at7399	3
10570at7399	2
10576at7399	2
10583at7399	0
10585at7399	0
10587at7399	1
10596at7399	2
10598at7399	4
10599at7399	2
10600at7399	0
10601at7399	1
10602at7399	3
10605at7399	0
10610at7399	2
10612at7399	3
10613at7399	0
10620at7399	3
10624at7399	2
10627at7399	0
10633at7399	0
10634at7399	2
10639at7399	0
10646at7399	1
10647at7399	0
10649at7399	0
10654at7399	0
10668at7399	1
10673at7399	1
10679at7399	3
10680at7399	1
10683at7399	0
10685at7399	0
10687at7399	0
10688at7399	0
10694at7399	0
10695at7399	1
10696at7399	0
10697at7399	1
10703at7399	0
10705at7399	1
10707at7399	4
10708at7399	0
10709at7399	1
10711at7399	0
10712at7399	1
10714at7399	1
10715at7399	0
10716at7399	2
10717at7399	0
10723at7399	0
10724at7399	0
10727at7399	1
10740at7399	2
10749at7399	1
10752at7399	1
10756at7399	2
10757at7399	3
10759at7399	0
10763at7399	1
10765at7399	2
10766at7399	2
10768at7399	1
10775at7399	5
10776at7399	2
10784at7399	0
10785at7399	0
10787at7399	5
10788at7399	0
10789at7399	0
10790at7399	0
10794at7399	1
10799at7399	0
10800at7399	0
10801at7399	2
10805at7399	2
10807at7399	0
10808at7399	3
10820at7399	2
10821at7399	0
10822at7399	0
10823at7399	0
10824at7399	1
10827at7399	1
10828at7399	0
10845at7399	4
10847at7399	1
10851at7399	3
10854at7399	0
10857at7399	2
10858at7399	0
10859at7399	0
10861at7399	1
10867at7399	4
10871at7399	1
10875at7399	1
10880at7399	3
10888at7399	1
10889at7399	0
10891at7399	1
10892at7399	0
10899at7399	0
10902at7399	1
10903at7399	1
10913at7399	0
10914at7399	2
10915at7399	0
10917at7399	0
10919at7399	0
10920at7399	0
10922at7399	1
10923at7399	1
10927at7399	0
10941at7399	3
10944at7399	1
10948at7399	1
10951at7399	2
10954at7399	0
10955at7399	2
10957at7399	1
10959at7399	5
10961at7399	0
10962at7399	0
10966at7399	1
10967at7399	0
10968at7399	0
10969at7399	0
10973at7399	2
10976at7399	0
10977at7399	1
10978at7399	3
10982at7399	0
10986at7399	0
10994at7399	2
10998at7399	0
11006at7399	0
11011at7399	1
11015at7399	1
11020at7399	0
11021at7399	0
11022at7399	2
11023at7399	1
11027at7399	0
11031at7399	2
11035at7399	1
11040at7399	4
11041at7399	0
11044at7399	1
11045at7399	0
11046at7399	1
11047at7399	1
11048at7399	2
11056at7399	1
11063at7399	0
11068at7399	1
11071at7399	0
11072at7399	0
11075at7399	1
11076at7399	1
11077at7399	1
11083at7399	0
11085at7399	1
11089at7399	11
11095at7399	0
11097at7399	1
11101at7399	4
11103at7399	0
11104at7399	0
11114at7399	0
11120at7399	0
11121at7399	1
11127at7399	1
11136at7399	0
11137at7399	1
11138at7399	0
11148at7399	0
11149at7399	3
11152at7399	3
11154at7399	2
11176at7399	0
11180at7399	0
11181at7399	0
11184at7399	2
11185at7399	1
11190at7399	1
11193at7399	0
11200at7399	1
11204at7399	0
11205at7399	3
11210at7399	0
11217at7399	1
11226at7399	1
11235at7399	6
11238at7399	0
11241at7399	0
11243at7399	0
11251at7399	0
11257at7399	2
11265at7399	0
11266at7399	2
11268at7399	0
11271at7399	0
11274at7399	0
11276at7399	1
11277at7399	0
11278at7399	0
11279at7399	1
11280at7399	0
11282at7399	1
11283at7399	1
11289at7399	5
11300at7399	1
11303at7399	3
11306at7399	1
11313at7399	0
11316at7399	0
11322at7399	2
11323at7399	5
11326at7399	3
11329at7399	1
11330at7399	0
11332at7399	1
11334at7399	2
11341at7399	2
11344at7399	1
11347at7399	1
11349at7399	1
11351at7399	2
11352at7399	3
11356at7399	0
11357at7399	1
11359at7399	4
11363at7399	1
11370at7399	4
11372at7399	1
11374at7399	0
11381at7399	0
11383at7399	5
11386at7399	1
11387at7399	2
11388at7399	1
11390at7399	3
11393at7399	1
11395at7399	1
11399at7399	1
11408at7399	0
11411at7399	0
11413at7399	0
11415at7399	0
11417at7399	1
11422at7399	1
11426at7399	1
11427at7399	2
11430at7399	0
11439at7399	4
11445at7399	2
11449at7399	2
11454at7399	0
11460at7399	0
11465at7399	0
11470at7399	1
11472at7399	0
11473at7399	2
11474at7399	2
11479at7399	0
11481at7399	1
11482at7399	3
11485at7399	0
11486at7399	2
11491at7399	1
11494at7399	2
11496at7399	4
11505at7399	1
11507at7399	3
11508at7399	0
11510at7399	0
11511at7399	1
11512at7399	0
11516at7399	4
11517at7399	3
11518at7399	0
11520at7399	1
11527at7399	2
11528at7399	0
11529at7399	1
11533at7399	2
11537at7399	5
11544at7399	0
11545at7399	0
11546at7399	1
11550at7399	4
11554at7399	0
11555at7399	0
11557at7399	6
11558at7399	0
11559at7399	3
11562at7399	3
11563at7399	0
11568at7399	0
11569at7399	1
11571at7399	2
11575at7399	5
11576at7399	1
11582at7399	0
11583at7399	0
11587at7399	1
11590at7399	0
11591at7399	1
11593at7399	3
11596at7399	8
11597at7399	2
11602at7399	0
11604at7399	0
11611at7399	0
11612at7399	0
11613at7399	1
11615at7399	1
11616at7399	2
11625at7399	3
11627at7399	0
11630at7399	1
11631at7399	2
11633at7399	1
11634at7399	0
11635at7399	2
11642at7399	1
11645at7399	0
11647at7399	0
11649at7399	1
11660at7399	1
11662at7399	0
11666at7399	1
11667at7399	12
11669at7399	0
11671at7399	4
11672at7399	2
