Desc	Family ID	Acromyrmex_echinatior	Acyrthosiphon_pisum	Aedes_aegypti	Aedes_albopictus	Aethina_tumida	Agrilus_planipennis	Amyelois_transitella	Anopheles_albimanus	Anopheles_atroparvus	Anopheles_christyi	Anopheles_culicifacies	Anopheles_darlingi	Anopheles_dirus	Anopheles_epiroticus	Anopheles_farauti	Anopheles_funestus	Anopheles_gambiae	Anopheles_maculatus	Anopheles_minimus	Anopheles_sinensis	Anopheles_stephensi	Anoplophora_glabripennis	Aphis_glycines	Apis_mellifera	Athalia_rosae	Atta_colombica	Bactrocera_latifrons	Bactrocera_oleae	Belgica_antarctica	Bemisia_tabaci	Blattella_germanica	Bombus_impatiens	Bombyx_mori	Calopteryx_splendens	Campodea_augens	Camponotus_floridanus	Cardiocondyla_obscurior	Catajapyx_aquilonaris	Centruroides_sculpturatus	Cephus_cinctus	Ceratina_calcarata	Ceratitis_capitata	Ceratosolen_solmsi_marchali	Chilo_suppressalis	Cimex_lectularius	Clunio_marinus	Copidosoma_floridanum	Culex_quinquefasciatus	Cyphomyrmex_costatus	Danaus_plexippus	Daphnia_magna	Daphnia_pulex	Dendroctonus_ponderosae	Diachasma_alloeum	Diaphorina_citri	Dinoponera_quadriceps	Diuraphis_noxia	Drosophila_ananassae	Drosophila_biarmipes	Drosophila_bipectinata	Drosophila_busckii	Drosophila_elegans	Drosophila_erecta	Drosophila_eugracilis	Drosophila_ficusphila	Drosophila_grimshawi	Drosophila_hydei	Drosophila_melanogaster	Drosophila_mojavensis	Drosophila_obscura	Drosophila_pseudoobscura	Drosophila_rhopaloa	Drosophila_serrata	Drosophila_takahashii	Drosophila_virilis	Drosophila_willistoni	Drosophila_yakuba	Dufourea_novaeangliae	Ephemera_danica	Eufriesea_mexicana	Euglossa_dilemma	Euroglyphus_maynei	Eurytemora_affinis	Folsomia_candida	Fopius_arisanus	Frankliniella_occidentalis	Galendromus_occidentalis	Galloisiana_yuasai	Gerris_buenoi	Glossina_austeni	Glossina_brevipalpis	Glossina_morsitans	Glossina_palpalis	Habropoda_laboriosa	Halyomorpha_halys	Harpegnathos_saltator	Heliconius_erato_lativitta	Heliconius_melpomene	Helicoverpa_armigera	Homalodisca_vitripennis	Hyalella_azteca	Ixodes_scapularis	Ladona_fulva	Lasioglossum_albipes	Lasius_niger	Lepeophtheirus_salmonis	Leptinotarsa_decemlineata	Limnephilus_lunatus	Limulus_polyphemus	Linepithema_humile	Locusta_migratoria	Lucilia_cuprina	Lutzomyia_longipalpis	Macrocentrus_cingulum	Manduca_sexta	Mayetiola_destructor	Megachile_rotundata	Melipona_quadrifasciata	Melitaea_cinxia	Mengenilla_moldrzyki	Microplitis_demolitor	Monomorium_pharaonis	Musca_domestica	Myzus_cerasi	Myzus_persicae	Nasonia_vitripennis	Neodiprion_lecontei	Nicrophorus_vespilloides	Nilaparvata_lugens	Oncopeltus_fasciatus	Onthophagus_taurus	Ooceraea_biroi	Operophtera_brumata	Orchesella_cincta	Orussus_abietinus	Oryctes_borbonicus	Pachypsylla_venusta	Papilio_glaucus	Papilio_polytes	Papilio_xuthus	Parasteatoda_tepidariorum	Pediculus_humanus	Phlebotomus_papatasi	Pieris_rapae	Plutella_xylostella	Pogonomyrmex_barbatus	Polistes_canadensis	Polypedilum_nubifer	Polypedilum_vanderplanki	Pseudomyrmex_gracilis	Rhagoletis_zephyria	Rhodnius_prolixus	Rhopalosiphum_padi	Sarcoptes_scabiei	Solenopsis_invicta	Spodoptera_litura	Stegodyphus_mimosarum	Stomoxys_calcitrans	Strigamia_maritima	Tetranychus_urticae	Tigriopus_californicus	Trachymyrmex_septentrionalis	Tribolium_castaneum	Trichogramma_pretiosum	Tropilaelaps_mercedesae	Varroa_jacobsoni	Vollenhovia_emeryi	Wasmannia_auropunctata	Zeugodacus_cucurbitae	Zootermopsis_nevadensis
148	101263at6656	3	0	24	27	13	28	24	5	27	12	28	19	15	26	23	25	34	19	17	15	27	33	0	1	4	3	12	14	18	0	3	1	24	4	15	0	3	1	0	2	1	14	13	9	3	19	7	37	2	11	31	25	15	3	0	1	0	39	35	40	17	27	29	38	39	29	22	31	24	31	30	38	32	43	25	43	35	1	23	1	1	2	6	12	1	11	1	11	14	3	3	2	3	1	1	2	8	26	41	0	8	1	8	1	1	19	4	13	0	1	4	55	11	0	37	2	1	1	17	0	1	2	21	0	0	7	3	6	1	1	22	2	18	10	0	2	0	21	29	24	0	1	4	23	19	2	0	36	29	1	15	1	0	0	2	36	0	23	2	1	11	1	40	20	0	0	8	6	25	3
95	101807at6656	25	10	0	0	21	2	2	0	0	0	0	0	1	0	0	7	0	0	2	0	0	5	5	0	0	10	1	0	0	1	20	4	0	22	4	4	0	0	32	3	0	0	0	0	0	0	0	0	10	2	0	0	1	0	0	29	2	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	1	5	0	0	1	0	0	0	2	13	3	0	1	3	4	17	13	1	7	0	19	2	1	51	29	15	0	2	17	2	4	11	0	2	0	3	0	4	10	2	10	0	0	1	9	3	0	0	5	10	2	0	4	0	3	0	4	1	0	1	1	29	4	1	4	0	6	0	0	2	9	13	79	9	0	5	1	58	1	0	4	1	27	2	0	0	0	5	5	0	3
121	102167at6656	3	72	12	0	1	1	13	1	1	2	1	1	7	5	0	5	1	2	5	1	1	14	11	0	3	1	7	1	0	1	4	1	4	29	3	13	8	2	22	1	0	0	0	2	1	0	7	0	33	3	8	1	1	0	1	0	15	1	1	1	0	0	0	0	0	0	1	0	0	4	1	4	1	4	0	0	0	0	1	0	1	0	0	13	0	19	2	18	23	2	0	0	1	1	4	11	0	0	2	41	2	2	28	4	43	0	11	5	0	13	5	4	1	5	1	8	0	0	2	2	2	17	8	45	42	11	1	0	8	1	28	13	10	6	1	0	1	2	1	1	8	0	0	4	2	3	0	0	0	9	34	1	11	0	29	3	7	2	1	0	0	2	0	0	0	0	34	14	6	2
82	103767at6656	0	41	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	0	1	0	0	0	0	0	30	0	1	8	7	0	0	2	2	0	0	0	0	2	0	0	0	1	4	5	0	53	2	3	2	2	19	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	0	3	3	0	3	0	76	13	1	0	1	7	2	0	2	4	26	0	72	2	3	10	0	0	7	11	8	0	2	3	2	0	0	3	1	1	0	2	4	1	1	0	31	31	1	1	1	8	0	4	0	4	0	0	0	3	1	1	2	2	0	1	3	0	0	1	0	0	1	7	2	39	0	1	7	9	0	0	0	0	0	1	1	0	0	0	0	1	1
158	103973at6656	2	92	10	2	2	9	4	2	0	2	2	2	2	1	1	1	1	3	2	0	3	14	19	1	2	2	26	5	5	3	140	18	4	54	15	4	0	4	71	5	5	7	1	2	3	4	4	1	3	5	5	12	0	14	1	3	24	2	1	2	1	0	1	2	2	0	0	1	2	1	1	1	1	1	1	0	1	20	2	9	4	0	0	1	4	12	42	43	25	18	11	1	11	15	9	2	2	3	4	73	5	14	66	2	10	5	2	11	10	1	19	3	3	3	4	23	37	1	2	7	22	2	4	25	31	1	7	12	6	17	42	1	6	3	1	3	4	2	2	11	56	2	5	4	1	0	1	1	4	12	21	13	52	0	11	5	63	5	3	15	4	3	5	21	4	3	10	2	17	13
59	104494at6656	0	78	1	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	4	13	10	0	0	5	16	0	1	1	0	1	0	0	0	0	0	0	0	4	0	1	1	33	0	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	5	1	3	10	66	58	5	0	0	0	0	0	0	0	2	2	1	3	1	7	11	0	0	7	0	2	0	0	0	0	0	1	0	4	0	0	0	0	2	0	0	101	19	0	0	1	4	0	0	0	4	1	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	0	2	0	32	0	1	3	1	0	9	3	2	0	0	0	0	0	1	0	0	0
86	106734at6656	6	0	1	6	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	1	0	0	0	8	22	0	1	105	88	4	2	0	282	0	0	0	0	0	0	14	6	0	13	0	3	0	9	32	8	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	8	31	2	0	0	102	27	0	0	0	0	1	1	1	1	2	1	1	1	0	69	6	27	1	21	4	7	1	52	0	10	1	2	22	4	0	1	0	2	4	0	0	0	0	11	0	4	4	31	32	3	0	1	1	7	0	7	1	3	3	6	1	0	2	5	0	0	19	58	0	0	0	30	5	7	2	2	0	0	32	1	12	0	0	91	4	0	9
124	107419at6656	6	212	2	24	1	0	2	2	2	0	0	0	0	1	0	0	0	0	0	0	1	7	44	0	0	1	5	2	2	3	33	74	4	60	15	1	19	0	71	1	9	3	0	5	12	0	4	3	20	3	40	55	1	12	22	1	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	5	13	0	2	1	4	2	2	4	2	29	52	0	2	1	1	1	16	2	0	21	1	127	13	15	10	28	39	0	7	13	1	5	33	3	4	26	9	3	15	2	6	8	9	5	2	192	11	9	5	7	8	61	6	6	16	3	1	0	26	1	1	2	87	0	3	1	6	3	0	0	7	12	31	41	67	0	10	2	29	5	6	3	1	2	5	2	0	0	7	9	1	0
121	110033at6656	1	92	2	1	2	2	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	28	22	0	6	1	1	0	0	1	40	0	13	32	6	7	12	12	11	16	2	0	0	2	9	0	2	0	19	0	18	5	6	2	9	0	25	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	2	3	1	1	1	0	2	0	0	0	3	11	1	4	0	251	2	1	1	1	1	0	1	4	4	4	11	22	2	6	15	1	15	0	11	11	1	8	1	3	0	3	5	10	0	0	10	11	2	7	4	37	34	1	3	2	5	0	27	6	34	0	1	0	6	2	4	1	4	0	1	6	15	0	0	0	0	10	26	0	21	0	10	7	2	4	0	1	3	1	4	0	0	0	13	2	0	0
65	110994at6656	0	60	12	3	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2	50	0	2	0	0	0	0	7	0	0	0	3	1	0	31	2	0	0	0	0	0	0	0	0	2	4	1	0	31	10	0	2	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	4	1	2	0	95	0	4	13	0	0	0	0	0	0	1	0	0	0	0	0	23	0	0	6	0	2	1	0	5	0	2	2	71	0	10	0	0	0	24	8	1	0	58	22	8	2	0	0	0	2	3	0	3	0	0	2	0	0	0	1	0	2	0	0	1	0	1	11	1	2	0	31	0	4	1	0	0	1	0	0	0	0	5	0	0	17	4	0	0
12	111467at6656	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	112624at6656	1	42	24	3	0	0	11	1	1	1	1	1	1	2	1	2	3	1	2	1	2	2	13	0	0	0	2	0	11	4	37	1	2	11	19	1	3	1	2	1	2	0	0	4	0	3	9	14	1	0	22	3	0	6	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	5	5	29	3	0	0	0	0	0	0	2	0	1	2	37	3	0	14	0	4	0	6	2	0	2	2	0	0	19	4	10	4	0	7	0	4	2	0	18	7	4	0	0	2	0	6	1	8	0	0	0	5	1	0	0	3	0	4	0	1	0	0	4	9	14	2	7	13	0	2	11	22	0	1	1	0	0	0	10	0	0	5	4	0	0
124	117183at6656	3	237	2	26	0	1	10	1	0	0	0	1	4	1	0	1	0	0	0	0	1	21	82	0	0	2	2	0	12	14	65	72	41	79	44	8	10	0	31	3	4	0	0	27	5	0	11	12	17	12	14	2	20	29	30	4	31	32	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	12	3	0	0	3	2	5	12	33	0	148	1	0	0	0	1	36	5	1	265	18	60	10	14	68	33	74	0	1	17	11	4	40	1	3	34	25	2	1	4	5	38	4	9	2	222	19	12	5	1	73	44	6	5	28	3	1	0	60	19	5	6	13	3	8	8	20	7	1	1	5	14	3	48	127	0	29	12	14	2	27	0	0	26	0	1	1	0	21	6	0	4
118	118905at6656	1	0	2	0	0	0	1	1	0	0	1	0	0	0	3	0	2	0	2	0	1	13	0	0	4	2	1	2	0	0	35	0	5	10	40	4	1	6	0	6	0	1	2	9	1	0	4	16	2	3	6	2	3	2	0	4	0	13	14	7	5	18	8	14	19	3	1	6	2	10	1	29	6	43	2	4	15	2	32	0	0	0	2	6	2	0	0	3	0	2	8	1	0	0	0	1	12	8	11	1	14	1	26	4	3	2	1	8	3	3	4	7	2	2	14	0	4	0	5	0	2	2	5	0	0	6	14	2	0	0	0	4	23	14	1	0	0	7	9	4	0	0	1	6	0	3	0	16	1	4	1	0	0	0	1	12	2	23	1	0	3	1	0	5	0	0	2	2	3	6
103	120273at6656	28	8	0	1	3	3	0	0	1	0	0	0	2	0	1	1	0	0	2	0	1	5	1	17	0	20	5	3	0	0	27	50	5	11	5	17	4	0	23	2	1	4	0	0	2	0	0	0	14	1	0	0	1	0	0	52	6	2	1	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	22	0	6	12	0	0	0	0	1	3	1	14	18	0	7	17	13	12	42	0	2	0	26	0	0	13	82	22	5	3	7	8	10	9	0	1	0	4	1	25	138	0	30	0	4	0	9	1	2	0	3	1	4	1	19	0	0	3	1	5	0	1	0	26	2	3	2	0	9	6	0	4	20	2	29	22	0	9	0	25	0	0	2	0	29	0	2	1	0	6	2	2	4
94	121414at6656	3	289	9	1	0	2	0	7	4	6	5	3	19	43	1	37	11	6	16	3	15	2	38	0	0	1	0	0	1	12	1	0	0	44	11	5	43	2	0	2	0	0	0	0	0	1	1	6	7	0	48	43	2	4	2	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	7	1	6	66	0	31	4	0	0	0	0	0	0	15	0	0	3	0	5	34	26	10	29	1	1	0	1	10	0	2	7	81	0	32	0	0	3	32	3	7	0	192	27	14	3	0	3	0	0	4	0	24	0	0	0	1	0	0	7	1	12	0	0	4	0	12	9	9	8	0	114	0	19	0	3	0	4	2	0	1	1	2	0	0	27	15	0	0
115	121735at6656	2	191	6	1	0	1	17	3	0	0	0	0	3	2	0	5	0	0	1	0	0	11	14	0	3	1	8	1	0	1	6	0	4	11	7	6	6	10	9	3	2	2	0	2	9	0	5	1	21	2	1	3	0	2	1	2	70	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	2	6	0	0	4	0	5	1	5	0	7	17	1	0	0	0	0	2	2	2	1	3	58	3	4	37	6	24	1	12	9	0	10	3	4	1	0	1	3	0	0	1	0	0	3	6	86	115	5	6	2	7	1	46	2	8	1	0	1	4	1	1	2	6	0	9	4	4	4	0	0	0	5	55	0	52	0	3	5	4	1	2	0	0	2	2	5	0	0	22	3	3	2
90	124055at6656	1	56	0	1	0	1	1	0	0	0	1	0	0	2	1	0	0	0	0	0	1	3	27	0	0	0	0	0	1	2	6	111	0	38	0	0	2	0	2	0	1	0	0	1	0	1	0	0	3	1	3	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	2	0	1	1	0	2	0	0	0	1	7	5	2	0	1	1	3	5	0	3	10	0	12	1	8	5	4	20	0	2	0	0	1	1	0	1	5	1	3	1	4	4	2	1	1	0	63	1	0	1	2	1	8	0	0	11	1	1	0	10	1	1	2	0	0	3	0	0	1	2	1	1	0	2	1	44	0	0	2	4	1	0	0	0	6	0	1	0	0	1	0	0	0
152	130226at6656	2	138	5	0	2	4	8	0	0	5	1	0	5	5	1	8	1	2	7	0	5	9	37	1	0	1	6	1	3	11	7	1	2	36	30	5	10	16	24	2	6	0	1	1	1	3	4	8	14	3	53	50	5	13	2	2	40	4	6	10	7	3	2	3	5	3	2	2	3	12	2	9	3	4	2	12	2	5	5	0	3	0	2	12	2	46	15	24	42	0	0	0	0	2	5	7	0	9	2	43	1	10	46	9	30	10	4	9	4	10	14	5	2	10	8	49	1	5	15	5	25	6	3	96	76	12	1	0	4	3	28	6	6	10	0	2	4	3	3	1	8	2	2	2	5	1	0	0	15	7	57	30	82	2	12	14	9	3	3	7	9	2	2	4	2	1	27	12	3	2
43	133074at6656	0	134	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0	1	0	0	0	29	0	0	13	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	1	42	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	0	0	7	0	6	0	0	0	2	0	0	1	41	12	0	0	1	0	0	2	0	0	9	0	3	1	0	0	0	1	0	0	0	0	0	1	0	0	1	5	10	59	0	0	0	1	0	0	0	4	0	0	0	0	0	1	0	0	0
76	133624at6656	2	15	1	0	0	0	1	0	4	0	0	0	2	0	0	0	0	3	0	0	0	1	7	0	0	0	1	0	0	1	3	42	7	2	3	2	0	1	13	1	3	0	0	0	0	0	0	0	3	4	0	0	0	6	1	1	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	0	5	0	0	0	0	2	0	4	0	1	0	56	1	3	6	4	14	0	1	0	0	6	0	0	0	1	0	0	2	0	2	0	2	1	0	11	2	3	3	0	1	7	3	9	1	0	0	0	2	1	0	4	1	1	0	0	0	2	1	0	0	16	3	6	10	1	19	0	0	0	0	0	0	3	1	0	2	0	36	4	0	0
130	134200at6656	6	57	7	0	0	1	2	0	2	0	0	0	2	0	1	0	1	0	0	0	0	23	14	0	5	4	20	5	0	4	5	1	2	15	7	8	14	4	49	7	1	2	0	2	1	0	4	0	56	2	7	17	2	4	1	2	14	1	1	1	2	1	2	1	2	2	2	1	2	2	2	1	1	3	2	2	1	1	4	0	0	0	0	14	3	67	0	189	9	2	0	1	1	0	3	36	0	1	2	11	2	10	2	2	35	0	5	0	2	24	1	5	0	10	2	5	0	0	2	41	5	33	5	28	24	13	5	0	4	2	6	20	1	6	3	0	1	2	2	2	2	0	2	1	4	9	2	0	0	29	44	1	9	0	42	2	2	4	9	0	0	7	4	5	0	0	30	26	9	1
99	138370at6656	0	74	3	3	0	6	1	0	2	0	1	0	1	3	1	1	0	1	1	0	0	3	19	0	0	0	0	0	9	4	35	151	5	45	0	0	1	0	7	1	1	0	0	2	2	2	1	3	0	3	6	3	1	0	2	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	13	0	0	4	5	1	1	0	0	0	0	3	1	39	5	1	0	0	1	3	1	0	3	56	0	22	1	3	53	4	15	0	1	17	1	0	11	0	10	9	2	6	1	4	3	0	1	0	3	37	0	0	1	1	3	27	1	0	15	0	0	0	5	0	1	3	8	0	15	1	3	0	0	2	3	1	7	3	65	0	0	4	33	0	0	1	0	0	4	0	0	0	1	0	0	1
7	143056at6656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	143375at6656	0	92	0	0	0	1	0	2	6	1	1	0	1	0	0	4	0	3	5	2	4	2	25	0	0	1	6	0	3	2	26	2	1	6	14	0	13	4	53	0	0	6	0	0	0	0	0	0	6	0	8	10	2	1	5	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	8	2	14	27	0	0	0	1	0	2	1	0	0	1	31	0	7	20	7	13	3	0	7	0	3	12	0	0	0	0	0	3	0	2	15	1	1	1	54	24	0	0	0	1	10	3	3	3	14	0	0	8	2	0	3	1	2	0	1	4	1	0	2	2	0	18	1	34	4	2	3	36	0	0	2	14	0	1	0	0	0	6	3	1	0
87	145239at6656	0	26	1	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	16	4	0	0	0	3	4	1	1	21	12	0	14	3	2	2	0	11	0	5	1	0	0	1	3	0	0	5	1	3	16	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	1	0	0	1	0	1	0	1	12	0	0	2	3	2	0	0	0	0	7	2	0	4	1	9	0	3	29	2	10	0	5	2	0	17	1	0	0	5	4	1	1	0	0	10	1	1	1	28	0	8	2	0	1	4	3	1	2	0	0	0	5	0	0	1	3	0	1	2	1	1	0	0	1	20	12	3	5	0	10	1	3	0	0	0	1	0	0	1	0	0	0	2	0	0
99	147915at6656	0	66	1	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	8	0	0	0	0	0	0	4	11	13	2	28	42	6	6	1	10	2	1	3	0	0	2	0	3	2	3	0	6	2	2	5	5	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	1	19	0	0	1	0	0	2	9	3	60	10	2	0	3	0	0	1	3	0	0	0	21	0	3	14	1	51	0	7	5	2	2	13	17	2	27	6	3	1	0	3	4	4	4	1	30	1	11	0	0	3	3	0	2	5	1	2	0	4	1	1	1	4	0	2	1	0	6	1	3	0	4	25	2	11	0	10	1	9	3	83	0	5	0	2	0	0	0	6	4	0	0
120	148351at6656	5	16	3	11	1	21	12	0	0	0	0	1	1	2	0	4	0	0	4	0	0	6	3	0	1	0	9	3	0	12	1	36	13	12	2	7	19	0	63	4	7	2	0	1	1	0	17	1	14	2	0	0	2	45	8	2	5	6	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	2	9	3	1	4	2	35	0	3	0	8	0	92	4	0	1	4	2	11	3	2	10	1	6	2	1	11	19	19	1	2	17	0	6	6	8	0	17	3	9	13	15	2	7	16	6	0	10	12	13	1	1	7	4	6	2	17	0	1	0	3	2	1	8	31	0	0	4	12	3	3	0	0	12	60	10	2	0	25	25	16	3	1	0	4	4	2	5	0	0	36	16	1	0
139	150819at6656	3	60	5	11	0	4	11	6	11	0	5	1	7	8	7	7	0	7	5	7	5	12	19	0	0	0	1	0	1	10	26	91	18	29	6	8	28	2	95	2	17	0	0	2	8	5	6	2	10	7	9	22	3	47	6	1	10	2	1	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	5	3	0	1	1	4	5	13	1	2	2	2	13	1	19	3	9	1	2	4	12	11	20	53	8	71	1	5	35	17	162	0	9	6	1	21	3	1	1	3	12	2	5	2	11	4	4	3	0	87	13	15	3	2	2	16	23	14	23	0	2	0	6	7	5	37	6	1	1	1	7	3	5	0	0	87	25	8	50	4	20	16	24	0	1	3	1	6	11	10	2	1	70	19	0	0
76	150999at6656	2	43	2	15	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	11	1	3	25	1	2	0	3	1	2	0	0	1	0	0	3	2	4	1	22	83	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	4	0	0	0	2	4	1	23	0	0	0	0	0	2	2	0	0	1	0	0	0	14	1	37	0	1	2	0	2	6	0	0	4	2	6	2	1	1	3	0	4	1	7	0	3	1	0	0	4	0	4	5	2	0	0	1	1	0	0	1	0	0	0	0	1	0	2	1	1	2	0	1	1	8	0	1	0	27	3	0	1	0	2	0	0	3	4	0	0
93	152696at6656	1	7	1	1	0	0	2	0	0	1	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	63	16	1	1	6	1	11	3	7	0	0	3	0	1	0	0	0	0	1	1	17	25	1	0	0	1	1	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	6	1	2	0	3	0	1	0	0	9	0	1	7	2	0	3	4	3	1	2	1	5	1	64	4	6	17	11	31	0	0	0	2	1	19	0	0	0	1	7	1	5	3	16	0	1	0	7	5	0	0	0	1	5	6	3	14	0	0	6	5	6	0	4	11	0	3	2	1	0	1	4	2	0	3	5	7	0	3	0	674	0	24	3	0	1	0	1	0	0	3	2	1	0
160	153470at6656	4	9	89	11	5	1	1	3	2	2	3	2	4	2	2	2	6	2	2	2	2	1	5	5	5	4	0	1	2	4	4	5	10	2	38	4	2	1	5	5	5	0	5	2	9	3	14	27	4	5	15	6	0	5	12	3	2	24	2	4	0	0	10	1	3	1	0	20	11	0	5	2	5	6	24	7	6	5	2	5	4	2	2	4	5	1	5	34	2	1	2	2	1	5	2	3	1	1	1	4	4	3	3	6	8	10	1	1	6	5	2	4	0	5	2	11	4	6	1	8	7	5	2	3	8	8	3	1	8	1	5	4	3	24	4	0	3	1	2	1	4	5	3	1	3	4	3	4	10	4	6	4	16	3	4	2	5	2	7	3	14	4	5	4	5	3	8	5	0	6
109	15426at6656	2	50	5	26	0	1	8	0	0	0	0	0	2	1	0	1	0	0	1	0	1	1	4	0	0	0	0	1	4	9	3	1	2	27	5	2	0	4	15	0	2	0	0	0	2	2	3	6	6	3	70	95	2	3	43	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	13	0	0	0	0	0	0	42	30	4	79	2	0	1	2	0	2	1	0	3	5	11	1	4	9	1	16	8	0	5	2	2	2	3	3	3	6	6	0	0	1	2	1	0	0	18	8	0	6	1	3	12	25	3	9	3	1	1	31	3	1	2	4	0	7	1	4	1	0	9	1	4	13	12	8	1	5	10	7	0	17	0	27	0	3	2	0	0	14	8	0	0
151	155603at6656	1	8	96	14	2	0	3	3	2	1	2	1	1	1	1	1	9	1	1	1	1	0	6	5	5	2	0	1	1	3	2	4	10	1	34	2	1	0	7	7	4	4	4	0	9	1	12	12	2	2	15	11	0	9	8	3	3	21	2	0	0	0	25	1	4	30	0	23	12	1	8	1	6	4	15	3	4	6	1	5	4	4	2	2	3	2	5	78	10	1	3	4	2	6	0	2	2	3	1	2	1	4	2	5	4	1	0	0	3	1	2	0	4	2	2	14	4	5	0	5	7	1	4	4	8	4	9	2	7	2	3	3	3	28	5	0	0	2	2	1	5	6	0	2	3	2	4	2	11	2	8	5	13	2	1	2	3	1	15	3	9	1	3	5	7	5	3	1	0	3
